question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
603209609,How old were you when you last used the other combined estrogen plus progestin prescription hormone?,,745268907,
603278289,Who requested refusal of all future activities,,635994596,603278289
603853574,9-Seasonal Country,,716117817,239279719
603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,603945794
604524950,Cancer has affected someone I know,"Optional Select All That Apply, DisplayIf in One or More Responses",506648060,960544981
604888707,Date/Time Kidney Cancer Diagnosis Submitted,,242103797,
605063358,Have you used a tanning bed or sunbed in the past 12 months?,,965707586,
605155921,7-Seasonal Full Street name,,716117817,133566757
605344820,6-Previous State/Province - Follow-up,,716117817,201906316
605818246,Trouble thinking or making decisions - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
605870562,SSN Quality Check Status,,166676176,
606675249,How old were you when you stopped smoking a combination of cannabis with tobacco every day?,,965707586,
607064749,You can share more about your experience with the Connect team when you donated samples here. [text box],Text Box Plus Check Box,506648060,355080680
607081902,Invitation through my patient portal (such as MyChart),,214456996,142654897
607323377,"Light household chores_(cooking, tidying up, laundry, dusting, etc.) time per day",,745268907,128705365
607773106,"Sibling 1- [If SIB4=01] Has a doctor or other health professional ever told [SIBLING INITIALS OR NICKNAME/your sibling] that they have or had any type of cancer? [If SIB4=00, 77, NON-RESPONSE] Did a doctor or other health professional ever tell [sibling initials or nickname/your sibling] that they had any type of cancer?","Optional Multiple Choice, Loops",726699695,
607793249,Leukemia (blood and bone marrow),Optional Select All that Apply,726699695,814510313
608953994,"t-score for physical function, PROMIS-29",,601305072,
609097744,processed_date: Date that the individual message has been received and prepared to be delivered by SendGrid,,708990554,
609408466,Post Pan Employer Zip code - Follow-Up,,716117817,986316055
609630315,Autogenerated date/time stamp for Start of Cancer Screening History Survey,,369168474,
610227793,DHQ3 at 6 months - Autogenerated date/time stamp for Submission of DHQ3 survey,,497020618,
611005658,Profile Change Requested by,,569151507,
612012325,"Progesterone-only or progestin-only contraceptive pills, commonly called the mini-pill (including Opill®)",,745268907,543780863
612068433,"During the season[s] in the past 12 months that you danced, about how often did you do this activity?",,745268907,
612617245,9-Previous State/Province,,716117817,171937884
613022284,No Refrigerant,,775188224,238268405
613641698,Autoset when HdWd_HIPAArevocationsigned_v1r0 selected,,635994596,
613744428,Do you currently work for pay (full-time or part-time)?,Optional Multiple Choice,726699695,
614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,,745268907,614145455
614208066,"To get home from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address], do you usually use the same type(s) of transportation that you do to get to work from your home?",,716117817,
614264509,Autoset when  HdWd_Activeparticipation_v1 selected,,635994596,
614443767,"Other from CURWORKPOSTPANT1 - Thinking about the one-way trip from your home to [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,733638576
615905904,How old were you when you last used two separate pills?,,745268907,
615979584,About how many years did you take regular or extra strength aspirin?,,745268907,
618036638,Scanned by Last Name,,948781977,
618062863,"Month - During that time, did you ever smoke cigars, cigarillos, or little filtered cigars every day?",,965707586,
618222258,Haitian,Optional Select All that Apply,726699695,976808005
619337095,Stroke,"Optional Select All that Apply, Displayif in One or More Responses",726699695,167101091
619501806,Jog or run,,745268907,517976064
619765650,Tylenol® (Acetaminophen),Grid with Multiple Choice Sub-Questions,299215535,487532606
619799524,Clomid (clomiphene),,745268907,881200765
619830872,How many times have you had a colonoscopy?,Multiple Choice,369168474,
620425840,"On days that you smoked a hookah or water pipe  when you were age [X / 18] to age [Y / 24], what is the total amount of time you smoked per day?",,965707586,
620451066,attempt: Contact Attempt,,487649453,
620577362,Farming,Optional Select All that Apply,726699695,700374192
620696506,I am not able to complete the study activities online- Refusal,,861315814,
621714179,When did you last have a rectal examination of your prostate?,Multiple Choice,369168474,
621744463,Have you ever used a hormone prescribed by a doctor or other health professional?,,745268907,
621878019,"On the days that you did surfing or bodyboarding, about how much time per day did you spend doing this activity?",,745268907,
621948602,"Bicycle - Thinking about the one-way trip from your home to [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,733638576
622210148,"On how many of the past 30 days have you smoked cigars, cigarillos, or little filtered cigars?",,965707586,
622394149,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 25] to age [Y / 29], what is the total amount of time you used them per day?",,965707586,
622843252,"Age first consumed cannabis edibles, drinks, or capsules on a regular basis number",,965707586,653198444
622900774,Tube not in bag,,948781977,
622968789,10-Previous Street number,,716117817,828766803
623218391,Age at surgery,Or (xor=) Question (either/or text boxes without radio button),726699695,367884741
623413449,When were you first screened for cervical cancer?,Multiple Choice,369168474,
623452399,Address 2- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
624030581,I do not trust research/researchers- Refusal,,861315814,
624111331,How many days have you used e-cigarettes or other vaping devices for nicotine or tobacco in your life?,,965707586,
624200915,My sleep was refreshing,Nested,601305072,336566965
624226136,10-Seasonal Zip code,,716117817,778711683
624384052,sg_event_id: unique ID associated with SendGrid event,,708990554,
625530863,Dates of treatment - end month,,242103797,566057154
625954624,Geocode data address hash,,218382402,
626380300,Bicycle commute to work post pan,,716117817,421586693
627122657,"What is your current job title? Please be descriptive. For example, high school math teacher, emergency room nurse, automobile painter.",Text only Response,726699695,
627183798,Post Pan Employer City,,716117817,263959391
627243012,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,304685106
627992821,6-Previous Country - Follow-up,,716117817,201906316
627995442,I do not trust research/researchers,Question text for HdRef_PrivacyC_v1r0,883203566,706283025
628137243,"In total, how many months or cycles did you take hCG?",,745268907,
628770824,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you used them per day?",,965707586,
628818510,Age first used cannabis with tobacco on a regular basis number,,965707586,378254382
628939958,GitHub/Survey Version for SSN,,166676176,
629484663,Eligibility Variable - Age,,218595434,
630061935,"Standard error, Physical health summary score",,601305072,
630100221,Removal of one or both ovaries (oophorectomy),"Optional Select All that Apply, Displayif in One or More Responses",726699695,624179836
630940888,"Have you experienced technical problems, like slow loading times, or problems submitting your answers to surveys?",Optional Multiple Choice,506648060,
631088397,"Other: Please describe, text box commute from current work",,716117817,404697804
631089527,When did you last have a blood test for ovarian cancer?,Multiple Choice,369168474,
631290535,Vials - Empty,,775188224,238268405
631303960,How often do you snore?,,745268907,
631412891,Proportion of Participants with Any Baseline Specimen among Invited,,581036703,
